name,status,passed,steps,nl_statement,lean4_code
Axler_exercise_6_13,max_steps_reached,False,24,"Suppose $\left(e_{1}, \ldots, e_{m}\right)$ is an or thonormal list of vectors in $V$. Let $v \in V$. Prove that $\|v\|^{2}=\left|\left\langle v, e_{1}\right\rangle\right|^{2}+\cdots+\left|\left\langle v, e_{m}\right\rangle\right|^{2}$ if and only if $v \in \operatorname{span}\left(e_{1}, \ldots, e_{m}\right)$.","import Mathlib
open scoped BigOperators

variable {E : Type*}
variable [SeminormedAddCommGroup E] [InnerProductSpace ℝ E]
variable {m : ℕ} (e : Fin m → E) (h : Orthonormal ℝ e) (v : E)

theorem axler_exercise_6_13 :
  (‖v‖ ^ 2 = ∑ i, (Inner.inner ℝ v (e i)) ^ 2) ↔ v ∈ Submodule.span ℝ (Set.range e) := by sorry
"
Pugh_exercise_3_1,success,True,3,"Assume that $f \colon \mathbb{R} \rightarrow \mathbb{R}$ satisfies $|f(t)-f(x)| \leq|t-x|^{2}$ for all $t, x$. Prove that $f$ is constant.","import Mathlib

theorem Pugh_exercise_3_1 (f : Real → Real) (h : ∀ t x, abs (f t - f x) ≤ (abs (t - x)) ^ 2) : ∃ c, ∀ x, f x = c := by sorry
"
Pugh_exercise_3_63a,success,True,3,Prove that $\sum 1/k(\log(k))^p$ converges when $p > 1$.,"import Mathlib

/-- Pugh exercise 3.63(a): The series \sum_{k>=2} 1 / (k (log k)^p) converges for p > 1. -/
theorem Pugh_exercise_3_63a (p : ℝ) (hp : 1 < p) :
  Summable (fun n : ℕ => if n < 2 then 0 else 1 / ((n : ℝ) * (Real.log (n : ℝ)) ^ p)) := by sorry
"
Pugh_exercise_2_26,success,True,7,Prove that a set $U \subset M$ is open if and only if none of its points are limits of its complement.,"import Mathlib

/-- Exercise (Pugh 2.26)

A set U in a topological space X is open iff none of its points are limits of its complement.
Formally: IsOpen U ↔ ∀ x ∈ U, x ∉ closure (Uᶜ).
-/
theorem Pugh_exercise_2_26 {X : Type _} [TopologicalSpace X] (U : Set X) :
  IsOpen U ↔ ∀ x ∈ U, x ∉ closure (Uᶜ) := by
  sorry
"
Pugh_exercise_2_92,success,True,3,Give a direct proof that the nested decreasing intersection of nonempty covering compact sets is nonempty.,"import Mathlib

open Set

theorem Pugh_exercise_2_92 {α : Type _} [TopologicalSpace α] [CompactSpace α] (K : ℕ → Set α)
  (hK : ∀ n, IsCompact (K n)) (hne : ∀ n, (K n).Nonempty) (hmono : ∀ n, K (n+1) ⊆ K n) :
  (⋂ n, K n).Nonempty := by
  sorry
"
Herstein_exercise_2_1_26,success,True,3,"If $G$ is a finite group, prove that, given $a \in G$, there is a positive integer $n$, depending on $a$, such that $a^n = e$.","import Mathlib

/-
If G is a finite group, prove that, given a ∈ G, there is a positive integer n (depending on a)
such that a^n = e.
-/

theorem herstein_exercise_2_1_26 {G : Type _} [Group G] [Fintype G] (a : G) :
  ∃ n : ℕ, n > 0 ∧ a ^ n = 1 := by sorry
"
Herstein_exercise_2_1_18,success,True,3,"If $G$ is a finite group of even order, show that there must be an element $a \neq e$ such that $a=a^{-1}$.","import Mathlib

theorem herstein_exercise_2_1_18 {G : Type _} [Group G] [Fintype G]
  (h : 2 ∣ Fintype.card G) : ∃ a : G, a ≠ 1 ∧ a = a⁻¹ := by sorry
"
Putnam_exercise_1999_b4,success,True,11,"Let $f$ be a real function with a continuous third derivative such that $f(x), f^{\prime}(x), f^{\prime \prime}(x), f^{\prime \prime \prime}(x)$ are positive for all $x$. Suppose that $f^{\prime \prime \prime}(x) \leq f(x)$ for all $x$. Show that $f^{\prime}(x)<2 f(x)$ for all $x$.","import Mathlib

/-- Putnam 1999 B4: If f : ℝ → ℝ has a continuous third derivative and f, f', f'', f''' are positive
for all x, and f'''(x) ≤ f(x) for all x, then f'(x) < 2 f(x) for all x. -/
theorem putnam_exercise_1999_b4 (f : ℝ → ℝ)
  (h_pos : ∀ x, 0 < f x)
  (h_pos' : ∀ x, 0 < deriv f x)
  (h_pos'' : ∀ x, 0 < deriv (deriv f) x)
  (h_pos''' : ∀ x, 0 < deriv (deriv (deriv f)) x)
  (h_le : ∀ x, deriv (deriv (deriv f)) x ≤ f x) :
  ∀ x, deriv f x < 2 * f x := by sorry
"
Herstein_exercise_2_2_3,success,True,3,"If $G$ is a group in which $(a b)^{i}=a^{i} b^{i}$ for three consecutive integers $i$, prove that $G$ is abelian.","import Mathlib

-- Herstein Exercise 2.2.3
theorem herstein_exercise_2_2_3 {G : Type _} [Group G] (i0 : Int)
  (h1 : ∀ a b : G, (a * b) ^ i0 = a ^ i0 * b ^ i0)
  (h2 : ∀ a b : G, (a * b) ^ (i0 + 1) = a ^ (i0 + 1) * b ^ (i0 + 1))
  (h3 : ∀ a b : G, (a * b) ^ (i0 + 2) = a ^ (i0 + 2) * b ^ (i0 + 2)) :
  ∀ a b : G, a * b = b * a := by sorry
"
Herstein_exercise_2_2_6c,success,True,3,"Let $G$ be a group in which $(a b)^{n}=a^{n} b^{n}$ for some fixed integer $n>1$ for all $a, b \in G$. For all $a, b \in G$, prove that $\left(a b a^{-1} b^{-1}\right)^{n(n-1)}=e$.","import Mathlib

/-- Let G be a group in which (a * b)^n = a^n * b^n for some fixed integer n > 1 and for all a, b in G.
    Then for all a, b in G, (a * b * a^{-1} * b^{-1})^{n(n-1)} = 1. -/

theorem herstein_exercise_2_2_6c {G : Type _} [Group G] (n : ℕ) (hne : 1 < n)
  (h : ∀ a b : G, (a * b) ^ n = a ^ n * b ^ n) (a b : G) :
  (a * b * a⁻¹ * b⁻¹) ^ (n * (n - 1)) = 1 := by sorry
"
Putnam_exercise_2018_a5,success,True,14,"Let $f: \mathbb{R} \rightarrow \mathbb{R}$ be an infinitely differentiable function satisfying $f(0)=0, f(1)=1$, and $f(x) \geq 0$ for all $x \in$ $\mathbb{R}$. Show that there exist a positive integer $n$ and a real number $x$ such that $f^{(n)}(x)<0$.","import Mathlib

/-
Let f : ℝ → ℝ be an infinitely differentiable function satisfying f(0)=0, f(1)=1, and f(x) ≥ 0 for all x ∈ ℝ.
Show that there exist a positive integer n and a real number x such that f^{(n)}(x) < 0.

This file states the theorem; the proof is omitted (ending with `:= by sorry`).
-/

namespace Putnam_exercise_2018_a5

open Real

noncomputable def nth_derivative (f : ℝ → ℝ) : ℕ → ℝ → ℝ
| 0     => f
| n + 1 => fun x => deriv (nth_derivative f n) x

theorem putnam_exercise_2018_a5 (f : ℝ → ℝ) (hf : ContDiff ℝ ⊤ f)
  (h0 : f 0 = 0) (h1 : f 1 = 1) (hnonneg : ∀ x, 0 ≤ f x) :
  ∃ (n : ℕ) (x : ℝ), 0 < n ∧ (nth_derivative f n) x < 0 := by sorry

end Putnam_exercise_2018_a5
"
Pugh_exercise_4_15a,success,True,4,"A continuous, strictly increasing function $\mu \colon (0, \infty) \rightarrow (0, \infty)$ is a modulus of continuity if $\mu(s) \rightarrow 0$ as $s \rightarrow 0$. A function $f \colon [a, b] \rightarrow \mathbb{R}$ has modulus of continuity $\mu$ if $|f(s) - f(t)| \leq \mu(|s - t|)$ for all $s, t \in [a, b]$. Prove that a function is uniformly continuous if and only if it has a modulus of continuity.","import Mathlib

open Set Filter

/-- A continuous, strictly increasing function μ : (0, ∞) → (0, ∞)
    is a modulus of continuity if μ(s) → 0 as s → 0 (from the right). -/
def modulus_of_continuity (μ : ℝ → ℝ) : Prop :=
  (∀ s, 0 < s → 0 < μ s) ∧ StrictMonoOn μ (Ioi (0 : ℝ)) ∧ ContinuousOn μ (Ioi (0 : ℝ)) ∧
    Tendsto μ (nhdsWithin 0 (Ioi (0 : ℝ))) (nhds (0 : ℝ))

/-- f has modulus of continuity μ on [a, b] if |f s - f t| ≤ μ(|s - t|) for all s, t ∈ [a,b]. -/
def has_modulus_on (f : ℝ → ℝ) (μ : ℝ → ℝ) (a b : ℝ) : Prop :=
  ∀ s ∈ Icc a b, ∀ t ∈ Icc a b, |f s - f t| ≤ μ (|s - t|)

/-- A function on a closed interval [a,b] is uniformly continuous iff it has a modulus
    of continuity. -/
theorem uniform_continuous_iff_exists_modulus {a b : ℝ} (f : ℝ → ℝ) :
  UniformContinuousOn f (Icc a b) ↔ ∃ μ, modulus_of_continuity μ ∧ has_modulus_on f μ a b := by
  sorry
"
Herstein_exercise_2_5_43,success,True,3,Prove that a group of order 9 must be abelian.,"import Mathlib

/-- A group of order 9 is abelian. -/
theorem Herstein_exercise_2_5_43 {G : Type _} [Group G] [Fintype G] (h : Fintype.card G = 9) :
  ∀ x y : G, x * y = y * x := by sorry
"
Pugh_exercise_2_32a,success,True,8,Show that every subset of $\mathbb{N}$ is clopen.,"import Mathlib

/-- Equip ℕ with the subspace topology induced from ℝ via the standard inclusion. -/
instance : TopologicalSpace ℕ := TopologicalSpace.induced (fun n : ℕ => (n : ℝ)) inferInstance

/-- Every subset of ℕ (with the subspace topology from ℝ) is both open and closed. -/
theorem Pugh_exercise_2_32a (s : Set ℕ) : IsOpen s ∧ IsClosed s := by
  sorry
"
Herstein_exercise_2_10_1,success,True,3,"Let $A$ be a normal subgroup of a group $G$, and suppose that $b \in G$ is an element of prime order $p$, and that $b \not\in A$. Show that $A \cap (b) = (e)$.","import Mathlib


/-- Let A be a normal subgroup of a group G, and suppose that b ∈ G is an element of prime order p, and that b ∉ A. Show that A ∩ (b) = (e). Save it to: Herstein_exercise_2_10_1.lean -/
theorem Herstein_exercise_2_10_1 {G : Type*} [Group G] {A : Subgroup G} (hA : A.Normal) {b : G}
    (hb : b ∉ A) (p : ℕ) (hp : Nat.Prime p) (hb' : orderOf b = p) :
    A ⊓ Subgroup.zpowers b = ⊥ := by sorry
"
Herstein_exercise_2_5_23,success,True,8,"Let $G$ be a group such that all subgroups of $G$ are normal in $G$. If $a, b \in G$, prove that $ba = a^jb$ for some $j$.","import Mathlib

open Subgroup

theorem herstein_exercise_2_5_23 {G : Type _} [Group G]
  (h : ∀ a b : G, b * a * b⁻¹ ∈ Subgroup.closure ({a} : Set G)) :
  ∀ a b : G, ∃ j : Int, b * a = a ^ j * b := by sorry
"
Herstein_exercise_2_8_15,success,True,6,"Prove that if $p > q$ are two primes such that $q \mid p - 1$, then any two nonabelian groups of order $pq$ are isomorphic.","import Mathlib

theorem Herstein_exercise_2_8_15 {p q : ℕ} (hp : p.Prime) (hq : q.Prime) (hpq : p > q) (hdiv : q ∣ p - 1)
  (G H : Type*) [Group G] [Group H] [Fintype G] [Fintype H]
  (hG : Fintype.card G = p * q) (hH : Fintype.card H = p * q)
  (nG : ∃ x y : G, x * y ≠ y * x) (nH : ∃ x y : H, x * y ≠ y * x) :
  Nonempty (G ≃* H) := by sorry
"
Herstein_exercise_2_3_16,success,True,7,"If a group $G$ has no proper subgroups, prove that $G$ is cyclic of order $p$, where $p$ is a prime number.","import Mathlib

/- If a group G has no proper subgroups, prove that G is cyclic of order p, where p is a prime number. -/

open Subgroup

theorem Herstein_exercise_2_3_16 {G : Type*} [Group G]
  (h : ∀ H : Subgroup G, H = (⊥ : Subgroup G) ∨ H = (⊤ : Subgroup G))
  (hne : (⊥ : Subgroup G) ≠ (⊤ : Subgroup G)) :
  ∃ (p : ℕ) (hp : Nat.Prime p) (g : G), Subgroup.closure ({g} : Set G) = (⊤ : Subgroup G) ∧ (orderOf g) = p := by sorry
"
Herstein_exercise_2_5_31,success,True,7,"Suppose that $G$ is an abelian group of order $p^nm$ where $p \nmid m$ is a prime.  If $H$ is a subgroup of $G$ of order $p^n$, prove that $H$ is a characteristic subgroup of $G$.","import Mathlib

/-- Suppose G is an abelian group of order p^n * m where p ∤ m is a prime.
If H is a subgroup of G of order p^n, then H is a characteristic subgroup of G. -/

theorem Herstein_exercise_2_5_31 (G : Type _) [CommGroup G] [Fintype G]
  (p m n : ℕ) (hp : Nat.Prime p) (hm : ¬ p ∣ m) (hG : Fintype.card G = p ^ n * m)
  (H : Subgroup G) [Fintype H] (hH : Fintype.card H = p ^ n) :
  ∀ φ : G ≃* G, φ '' (H : Set G) = (H : Set G) := by sorry
"
Pugh_exercise_2_46,success,True,18,"Assume that $A, B$ are compact, disjoint, nonempty subsets of $M$. Prove that there are $a_0 \in A$ and $b_0 \in B$ such that for all $a \in A$ and $b \in B$ we have $d(a_0, b_0) \leq d(a, b)$.","import Mathlib

/-- Assume that `A`, `B` are compact, disjoint, nonempty subsets of a metric space `M`.
    Prove that there exist `a0 ∈ A` and `b0 ∈ B` such that for all `a ∈ A` and `b ∈ B` we have
    `dist a0 b0 ≤ dist a b`. -/
theorem Pugh_exercise_2_46 (M : Type _) [MetricSpace M] (A B : Set M)
  (hA : IsCompact A) (hA' : A.Nonempty) (hB : IsCompact B) (hB' : B.Nonempty) (h : Disjoint A B) :
  ∃ a0 b0 : M, ∀ a ∈ A, ∀ b ∈ B, dist a0 b0 ≤ dist a b := by
  sorry
"
Herstein_exercise_4_2_6,success,True,3,"If $a^2 = 0$ in $R$, show that $ax + xa$ commutes with $a$.","import Mathlib

-- Herstein exercise 4.2.6
-- If a^2 = 0 in a ring R, then ax + xa commutes with a.

theorem Herstein_exercise_4_2_6 {R : Type _} [Ring R] (a x : R) (h : a * a = 0) :
  a * (a * x + x * a) = (a * x + x * a) * a := by sorry
"
Herstein_exercise_2_5_52,success,True,9,"Let $G$ be a finite group and $\varphi$ an automorphism of $G$ such that $\varphi(x) = x^{-1}$ for more than three-fourths of the elements of $G$. Prove that $\varphi(y) = y^{-1}$ for all $y \in G$, and so $G$ is abelian.","import Mathlib

/-- Herstein exercise: Let G be a finite group and φ an automorphism of G such that φ(x) = x⁻¹
for more than three-fourths of the elements of G. Then φ(y) = y⁻¹ for all y ∈ G, and so G is abelian. -/
theorem Herstein_exercise_2_5_52 {G : Type*} [Group G] [Fintype G] [DecidableEq G] (φ : MulAut G)
  (h : (Finset.filter (fun x : G => φ x = x⁻¹) (Finset.univ : Finset G)).card * 4 > 3 * Fintype.card G) :
  (∀ y : G, φ y = y⁻¹) ∧ (∀ x y : G, x * y = y * x) := by sorry
"
Herstein_exercise_5_1_8,success,True,4,"If $F$ is a field of characteristic $p \neq 0$, show that $(a + b)^m = a^m + b^m$, where $m = p^n$, for all $a, b \in F$ and any positive integer $n$.","import Mathlib

/-- If F is a field of characteristic p ≠ 0, then (a + b)^m = a^m + b^m for m = p^n. -/
theorem herstein_exercise_5_1_8 {F : Type _} [Field F] {p : ℕ} (hp : CharP F p) (hp0 : p ≠ 0) (n : ℕ) :
  ∀ a b : F, (a + b) ^ (p ^ n) = a ^ (p ^ n) + b ^ (p ^ n) := by
  sorry
"
Herstein_exercise_4_6_2,success,True,6,Prove that $f(x) = x^3 + 3x + 2$ is irreducible in $Q[x]$.,"import Mathlib

open Polynomial

/-- Exercise (Herstein 4.6.2): The polynomial x^3 + 3x + 2 is irreducible over Q. -/
theorem herstein_exercise_4_6_2 : Irreducible (X ^ 3 + 3 * X + 2 : Polynomial ℚ) := by sorry
"
Herstein_exercise_2_7_7,success,True,21,"If $\varphi$ is a homomorphism of $G$ onto $G'$ and $N \triangleleft G$, show that $\varphi(N) \triangleleft G'$.","import Mathlib

/-!
Exercise: If φ is a homomorphism of G onto G' and N ⫽ G (N is a normal subgroup of G),
show that φ(N) ⫽ G' (the image of N under φ is a normal subgroup of G').
-/

theorem Herstein_exercise_2_7_7 {G G' : Type _} [Group G] [Group G'] (φ : G →* G')
  (hφ : Function.Surjective φ) (N : Subgroup G) (hN : Subgroup.Normal N) :
  Subgroup.Normal (Subgroup.map φ N) := by sorry
"
Axler_exercise_7_5,success,True,24,"Show that if $\operatorname{dim} V \geq 2$, then the set of normal operators on $V$ is not a subspace of $\mathcal{L}(V)$.","import Mathlib

open Matrix

/-- Example in 2x2 real matrices: there exist T and S which are normal but T+S is not.
    This shows the set of normal operators is not a subspace of L(V) when dim V ≥ 2. -/
theorem normal_ops_not_subspace :
  ∃ (T S : Matrix (Fin 2) (Fin 2) ℝ),
    T * T.conjTranspose = T.conjTranspose * T ∧
    S * S.conjTranspose = S.conjTranspose * S ∧
    ¬ ((T + S) * (T + S).conjTranspose = (T + S).conjTranspose * (T + S)) := by
  sorry"
Herstein_exercise_4_5_23,success,True,7,Let $F = \mathbb{Z}_7$ and let $p(x) = x^3 - 2$ and $q(x) = x^3 + 2$ be in $F[x]$. Show that $p(x)$ and $q(x)$ are irreducible in $F[x]$ and that the fields $F[x]/(p(x))$ and $F[x]/(q(x))$ are isomorphic.,"import Mathlib

/-!
Let F = Z_7 and let p(x) = x^3 - 2 and q(x) = x^3 + 2 be in F[x].
Show that p(x) and q(x) are irreducible in F[x] and that the fields
F[x]/(p(x)) and F[x]/(q(x)) are isomorphic.
-/

open Polynomial

noncomputable section

noncomputable def p : Polynomial (ZMod 7) := X ^ 3 - C (2 : ZMod 7)

noncomputable def q : Polynomial (ZMod 7) := X ^ 3 + C (2 : ZMod 7)

theorem p_irreducible : Irreducible (p : Polynomial (ZMod 7)) := by sorry

theorem q_irreducible : Irreducible (q : Polynomial (ZMod 7)) := by sorry

noncomputable def fields_iso : (Polynomial (ZMod 7) ⧸ Ideal.span ({p} : Set (Polynomial (ZMod 7)))) ≃+* (Polynomial (ZMod 7) ⧸ Ideal.span ({q} : Set (Polynomial (ZMod 7)))) := by sorry

end
"
Herstein_exercise_3_2_21,success,True,8,"If $\sigma, \tau$ are two permutations that disturb no common element and $\sigma \tau = e$, prove that $\sigma = \tau = e$.","import Mathlib

/-!
Exercise: If σ and τ are two permutations that disturb no common element and σ ∘ τ = id,
prove that σ = τ = id.
-/

open Equiv

lemma herstein_exercise_3_2_21 {α : Sort _} (σ τ : α ≃ α)
  (h_disjoint : ∀ x : α, σ x = x ∨ τ x = x)
  (h_comp : σ.trans τ = Equiv.refl α) : σ = Equiv.refl α ∧ τ = Equiv.refl α := by sorry
"
Herstein_exercise_5_3_7,success,True,5,"If $a \in K$ is such that $a^2$ is algebraic over the subfield $F$ of $K$, show that a is algebraic over $F$.","import Mathlib

variable {F K : Type _} [Field F] [Field K] [Algebra F K]

/-- If a^2 is algebraic over F, then a is algebraic over F. -/
theorem herstein_exercise_5_3_7 (a : K) (h : IsAlgebraic F (a ^ 2)) : IsAlgebraic F a := by sorry
"
Herstein_exercise_4_3_1,success,True,14,"If $R$ is a commutative ring and $a \in R$, let $L(a) = \{x \in R \mid xa = 0\}$. Prove that $L(a)$ is an ideal of $R$.","import Mathlib

/-- If R is a commutative ring and a ∈ R, let L(a) = {x ∈ R | x * a = 0}.
    Prove that L(a) is an ideal of R by showing 0 ∈ L(a), closure under addition,
    and closure under multiplication by arbitrary elements of R. -/
theorem Herstein_exercise_4_3_1 {R : Type*} [CommRing R] (a : R) :
  (0 : R) ∈ {x : R | x * a = 0} ∧
  (∀ x y, x ∈ {x : R | x * a = 0} → y ∈ {x : R | x * a = 0} → x + y ∈ {x : R | x * a = 0}) ∧
  (∀ r x, x ∈ {x : R | x * a = 0} → r * x ∈ {x : R | x * a = 0}) := by
  -- proof omitted
  sorry
"
Artin_exercise_2_3_2,success,True,4,Prove that the products $a b$ and $b a$ are conjugate elements in a group.,"import Mathlib

/-!
Exercise (Artin, 2.3.2): In a group G, for any elements a and b, the products a * b and b * a are conjugate.
We state the lemma below. The proof is omitted (ended with `by sorry`) per instructions.
-/

theorem Artin_exercise_2_3_2 {G : Type*} [Group G] (a b : G) : IsConj (a * b) (b * a) := by sorry
"
Herstein_exercise_4_1_34,success,True,11,"Let $T$ be the group of $2\times 2$ matrices $A$ with entries in the field $\mathbb{Z}_2$ such that $\det A$ is not equal to 0. Prove that $T$ is isomorphic to $S_3$, the symmetric group of degree 3.","import Mathlib

/-- Let T be the group of invertible 2x2 matrices over ZMod 2 (i.e. GL(2,2)). -/
noncomputable def T := GL (Fin 2) (ZMod 2)

/-- There exists a bijection between T and S_3 (as types). This expresses the intended isomorphism of the groups; a full group isomorphism can be given as a MulEquiv. -/
noncomputable def T_bij_S3 : Nonempty (T ≃ Equiv.Perm (Fin 3)) := by sorry
"
Herstein_exercise_4_4_9,success,True,12,"Show that $(p - 1)/2$ of the numbers $1, 2, \ldots, p - 1$ are quadratic residues and $(p - 1)/2$ are quadratic nonresidues $\mod p$.","import Mathlib

/-!
Exercise: Show that for an odd prime p, exactly (p - 1) / 2 of the numbers 1,2,...,p-1 are quadratic residues modulo p and (p - 1)/2 are quadratic nonresidues.
We state this as: the image of the squaring map on {1,..,p-1} has cardinality (p-1)/2.
-/

theorem Herstein_exercise_4_4_9 (p : ℕ) (hp : Nat.Prime p) (hp2 : p ≠ 2) :
  Finset.card (Finset.image (fun n : ℕ => (n : ZMod p) ^ 2) (Finset.erase (Finset.range p) 0)) = (p - 1) / 2 := by
  sorry
"
Artin_exercise_2_8_6,success,True,7,Prove that the center of the product of two groups is the product of their centers.,"import Mathlib

/-- The center of a group as a set. -/
def center (G : Type) [Group G] : Set G := { z | ∀ g : G, z * g = g * z }

/-- The center of the product of two groups is the product of their centers. -/
theorem center_prod {G H : Type} [Group G] [Group H] :
  center (G × H) = Set.prod (center G) (center H) := by sorry
"
Artin_exercise_3_7_2,success,True,5,Let $V$ be a vector space over an infinite field $F$. Prove that $V$ is not the union of finitely many proper subspaces.,"import Mathlib

/-!
Exercise: Let V be a vector space over an infinite field F. Prove that V is not the union of finitely many proper subspaces.
This file contains a Lean4 translation of the statement (proof omitted).
-/

open Submodule Set

theorem Artin_exercise_3_7_2 {F : Type*} [Field F] {V : Type*} [AddCommGroup V] [Module F V]
  (hinf : Infinite F) :
  ∀ (n : Nat) (S : Fin n → Submodule F V), (∀ i, S i ≠ ⊤) → ∃ v : V, ∀ i, v ∉ (S i : Set V) := by sorry
"
Artin_exercise_3_2_7,success,True,3,Prove that every homomorphism of fields is injective.,"import Mathlib

/-- Every homomorphism of fields is injective. -/
theorem Artin_exercise_3_2_7 {K L : Type _} [Field K] [Field L] (f : K →+* L) : Function.Injective (f : K → L) := by
  sorry
"
Artin_exercise_6_4_2,success,True,6,"Prove that no group of order $p q$, where $p$ and $q$ are prime, is simple.","import Mathlib

/-- Exercise: No group of order p * q, where p and q are prime, is simple. -/
theorem Artin_exercise_6_4_2 {G : Type _} [Group G] [Fintype G] {p q : ℕ}
  (hp : Nat.Prime p) (hq : Nat.Prime q) (hcard : Fintype.card G = p * q) :
  ¬ IsSimpleGroup G := by sorry
"
Artin_exercise_10_4_7a,success,True,3,"Let $I, J$ be ideals of a ring $R$ such that $I+J=R$. Prove that $I J=I \cap J$.","import Mathlib

/-- Exercise: Let I, J be ideals of a commutative ring R with I + J = ⊤. Then I * J = I ⊓ J. -/
theorem Artin_exercise_10_4_7a {R : Type _} [CommRing R] (I J : Ideal R) (h : I + J = ⊤) : I * J = I ⊓ J := by sorry
"
Artin_exercise_10_1_13,success,True,6,"An element $x$ of a ring $R$ is called nilpotent if some power of $x$ is zero. Prove that if $x$ is nilpotent, then $1+x$ is a unit in $R$.","import Mathlib

/-- If x is nilpotent then 1 + x is a unit. -/
theorem nilpotent.add_one_isUnit {R : Type _} [Ring R] {x : R} (h : IsNilpotent x) : IsUnit (1 + x) := by sorry
"
Artin_exercise_6_4_12,success,True,4,Prove that no group of order 224 is simple.,"import Mathlib

open Fintype

theorem Artin_exercise_6_4_12 (G : Type*) [Group G] [Fintype G] (h : Fintype.card G = 224) : ¬ IsSimpleGroup G := by sorry
"
Artin_exercise_11_2_13,success,True,5,"If $a, b$ are integers and if $a$ divides $b$ in the ring of Gauss integers, then $a$ divides $b$ in $\mathbb{Z}$.","import Mathlib

/-- If a, b are integers and a divides b in the ring of Gaussian integers, then a divides b in ℤ. -/
theorem int_dvd_of_gaussian_int_dvd {a b : Int} (h : ∃ z : GaussianInt, (a : GaussianInt) * z = (b : GaussianInt)) : a ∣ b := by sorry
"
Herstein_exercise_2_11_7,N/A,False,0,"If $P \triangleleft G$, $P$ a $p$-Sylow subgroup of $G$, prove that $\varphi(P) = P$ for every automorphism $\varphi$ of $G$.",Lean4 code file not found
Dummit-Foote_exercise_1_1_4,success,True,3,Prove that the multiplication of residue class $\mathbb{Z}/n\mathbb{Z}$ is associative.,"import Mathlib


/-- Prove that the multiplication of residue class $\mathbb{Z}/n\mathbb{Z}$ is associative. -/
theorem mul_assoc_Zmod (n : ℕ) : ∀ a b c : ZMod n, a * b * c = a * (b * c) := by sorry
"
Dummit-Foote_exercise_1_1_2a,success,True,3,Prove the the operation $\star$ on $\mathbb{Z}$ defined by $a\star b=a-b$ is not commutative.,"import Mathlib

/-- Define the binary operation ⋆ on ℤ by a ⋆ b = a - b. -/
def star (a b : Int) : Int := a - b

/-- The operation ⋆ on ℤ is not commutative: there exist a,b with a ⋆ b ≠ b ⋆ a. -/
theorem star_not_commutative : ∃ a b : Int, star a b ≠ star b a := by
  sorry
"
Artin_exercise_10_6_7,success,True,8,Prove that every nonzero ideal in the ring of Gauss integers contains a nonzero integer.,"import Mathlib

noncomputable section

/-- The ideal in Polynomial ℤ generated by X^2 + 1. -/
def gaussian_ideal : Ideal (Polynomial ℤ) := Ideal.span ({Polynomial.X ^ 2 + 1} : Set (Polynomial ℤ))

/-- The ring of Gaussian integers R := ℤ[X] / (X^2 + 1). -/
def R := Polynomial ℤ ⧸ gaussian_ideal

instance : CommRing R := Ideal.Quotient.commRing gaussian_ideal

/-- Every nonzero ideal in the ring of Gaussian integers contains a nonzero integer. -/
theorem gaussian_integers_nonzero_ideal_contains_nonzero_int (I : Ideal R) (hI : I ≠ ⊥) :
  ∃ z : ℤ, Ideal.Quotient.mk gaussian_ideal (Polynomial.C z) ∈ I ∧ z ≠ 0 := by sorry

end noncomputable section
"
Artin_exercise_11_4_6c,success,True,8,Prove that $x^3 - 9$ is irreducible in $\mathbb{F}_{31}$.,"import Mathlib

open Polynomial

/-- Exercise: show x^3 - 9 is irreducible over F_{31}. -/
theorem Artin_exercise_11_4_6c :
  Irreducible ((X : Polynomial (ZMod 31)) ^ 3 - C (9 : ZMod 31)) := by sorry
"
Artin_exercise_11_13_3,success,True,3,Prove that there are infinitely many primes congruent to $-1$ (modulo $4$).,"import Mathlib

theorem infinitely_many_primes_congruent_neg_one_mod_four : ∀ n : Nat, ∃ p : Nat, p > n ∧ Nat.Prime p ∧ p % 4 = 3 := by sorry
"
Artin_exercise_11_4_6a,success,True,8,Prove that $x^2+x+1$ is irreducible in the field $\mathbb{F}_2$.,"import Mathlib

open Polynomial

theorem Artin_exercise_11_4_6a : Irreducible ((X ^ 2 + X + C (1 : ZMod 2)) : Polynomial (ZMod 2)) := by sorry
"
Artin_exercise_13_6_10,success,True,9,Let $K$ be a finite field. Prove that the product of the nonzero elements of $K$ is $-1$.,"import Mathlib

open Finset

theorem prod_nonzero_elements_eq_neg_one {K : Type*} [Field K] [Fintype K] [DecidableEq K] :
  Finset.prod ((Finset.univ : Finset K).erase (0 : K)) id = (-1 : K) := by sorry
"
Herstein_exercise_5_4_3,success,True,19,"If $a \in C$ is such that $p(a) = 0$, where $p(x) = x^5 + \sqrt{2}x^3 + \sqrt{5}x^2 + \sqrt{7}x + \sqrt{11}$, show that $a$ is algebraic over $\mathbb{Q}$ of degree at most 80.","import Mathlib

open Polynomial

/-- If a ∈ ℂ is a root of p(x) = x^5 + √2 x^3 + √5 x^2 + √7 x + √11,
    then a is algebraic over ℚ of degree at most 80. -/
theorem Herstein_exercise_5_4_3 (a : Complex)
  (h : Polynomial.eval a (X ^ 5 + C (Complex.ofReal (Real.sqrt 2)) * X ^ 3
        + C (Complex.ofReal (Real.sqrt 5)) * X ^ 2
        + C (Complex.ofReal (Real.sqrt 7)) * X
        + C (Complex.ofReal (Real.sqrt 11))) = 0) :
  IsAlgebraic ℚ a ∧ (Polynomial.natDegree (minpoly ℚ a) ≤ 80) := by sorry
"
